time,time,price,timeunixms,open,high,low,close,volume,close_time,qoute assest volume,number of trades,taker buy base assest volume,taker buy qoute assest volume,ignore
2021-11-09 17:55:00,2021-11-09 17:55:00,4782.20000000,1636480500000,4783.56000000,4784.02000000,4781.26000000,4782.20000000,2.36519000,1636480559999,11311.76028730,18,0.09000000,430.56180000,0
2021-11-09 17:56:00,2021-11-09 17:56:00,4779.37000000,1636480560000,4782.20000000,4782.20000000,4779.37000000,4779.37000000,0.83044000,1636480619999,3970.91899730,3,0.00000000,0.00000000,0
2021-11-09 17:57:00,2021-11-09 17:57:00,4778.09000000,1636480620000,4778.09000000,4778.09000000,4778.09000000,4778.09000000,1.41279000,1636480679999,6750.43777110,3,1.41279000,6750.43777110,0
2021-11-09 17:58:00,2021-11-09 17:58:00,4776.15000000,1636480680000,4776.15000000,4776.15000000,4776.15000000,4776.15000000,1.05195000,1636480739999,5024.27099250,42,0.00900000,42.98535000,0
2021-11-09 17:59:00,2021-11-09 17:59:00,4773.95000000,1636480740000,4773.95000000,4773.95000000,4773.95000000,4773.95000000,0.31408000,1636480799999,1499.40221600,2,0.00000000,0.00000000,0
2021-11-09 18:00:00,2021-11-09 18:00:00,4775.62000000,1636480800000,4774.56000000,4775.63000000,4773.44000000,4775.62000000,1.91817000,1636480859999,9157.51788650,8,1.40824000,6722.28402030,0
2021-11-09 18:01:00,2021-11-09 18:01:00,4778.84000000,1636480860000,4777.50000000,4778.84000000,4777.42000000,4778.84000000,2.38637000,1636480919999,11401.75517370,9,0.62146000,2969.71950440,0
2021-11-09 18:02:00,2021-11-09 18:02:00,4778.84000000,1636480920000,4778.84000000,4778.84000000,4778.84000000,4778.84000000,0.00000000,1636480979999,0.00000000,0,0.00000000,0.00000000,0
2021-11-09 18:03:00,2021-11-09 18:03:00,4778.19000000,1636480980000,4777.44000000,4779.17000000,4777.44000000,4778.19000000,0.59303000,1636481039999,2833.98099440,3,0.00000000,0.00000000,0
2021-11-09 18:04:00,2021-11-09 18:04:00,4779.93000000,1636481040000,4778.58000000,4779.93000000,4777.69000000,4779.93000000,0.38619000,1636481099999,1845.88539460,3,0.34690000,1658.15771700,0
2021-11-09 18:05:00,2021-11-09 18:05:00,4780.71000000,1636481100000,4780.48000000,4782.17000000,4779.47000000,4780.71000000,1.16877000,1636481159999,5586.89516730,8,0.72533000,3467.32325410,0
2021-11-09 18:06:00,2021-11-09 18:06:00,4782.57000000,1636481160000,4781.44000000,4782.57000000,4781.44000000,4782.57000000,0.34180000,1636481219999,1634.60041000,3,0.34180000,1634.60041000,0
2021-11-09 18:07:00,2021-11-09 18:07:00,4782.57000000,1636481220000,4782.57000000,4782.57000000,4782.57000000,4782.57000000,0.00000000,1636481279999,0.00000000,0,0.00000000,0.00000000,0
2021-11-09 18:08:00,2021-11-09 18:08:00,4782.57000000,1636481280000,4782.57000000,4782.57000000,4782.57000000,4782.57000000,0.00000000,1636481339999,0.00000000,0,0.00000000,0.00000000,0
2021-11-09 18:09:00,2021-11-09 18:09:00,4788.99000000,1636481340000,4784.99000000,4788.99000000,4783.79000000,4788.99000000,2.29960000,1636481399999,11009.03174610,26,2.09961000,10052.31635570,0
2021-11-09 18:10:00,2021-11-09 18:10:00,4791.47000000,1636481400000,4789.96000000,4791.47000000,4789.96000000,4791.47000000,0.46342000,1636481459999,2220.44345210,3,0.46342000,2220.44345210,0
2021-11-09 18:11:00,2021-11-09 18:11:00,4791.26000000,1636481460000,4791.52000000,4791.52000000,4791.26000000,4791.26000000,0.15356000,1636481519999,735.75673800,2,0.15356000,735.75673800,0
2021-11-09 18:12:00,2021-11-09 18:12:00,4791.18000000,1636481520000,4791.17000000,4791.18000000,4791.17000000,4791.18000000,0.58298000,1636481579999,2793.16129360,2,0.58298000,2793.16129360,0
2021-11-09 18:13:00,2021-11-09 18:13:00,4784.77000000,1636481580000,4788.49000000,4788.49000000,4783.30000000,4784.77000000,3.64745000,1636481639999,17457.67111000,16,0.86820000,4154.13731400,0
2021-11-09 18:14:00,2021-11-09 18:14:00,4784.03000000,1636481640000,4785.00000000,4785.46000000,4784.03000000,4784.03000000,2.47915000,1636481699999,11863.23794690,6,0.29623000,1417.36421930,0
2021-11-09 18:15:00,2021-11-09 18:15:00,4779.30000000,1636481700000,4783.64000000,4783.65000000,4778.57000000,4779.30000000,2.57463000,1636481759999,12308.68811940,13,1.33800000,6398.98314930,0
2021-11-09 18:16:00,2021-11-09 18:16:00,4775.38000000,1636481760000,4779.84000000,4779.84000000,4775.38000000,4775.38000000,0.23991000,1636481819999,1145.67308840,5,0.01516000,72.40501880,0
2021-11-09 18:17:00,2021-11-09 18:17:00,4778.72000000,1636481820000,4778.49000000,4778.72000000,4778.18000000,4778.72000000,1.48782000,1636481879999,7109.72919730,4,0.00000000,0.00000000,0
2021-11-09 18:18:00,2021-11-09 18:18:00,4780.46000000,1636481880000,4781.20000000,4781.20000000,4780.46000000,4780.46000000,0.42989000,1636481939999,2055.21413300,3,0.00000000,0.00000000,0
2021-11-09 18:19:00,2021-11-09 18:19:00,4781.00000000,1636481940000,4780.46000000,4781.00000000,4780.46000000,4781.00000000,0.65729000,1636481999999,3142.29136180,2,0.26446000,1264.38326000,0
2021-11-09 18:20:00,2021-11-09 18:20:00,4780.20000000,1636482000000,4780.20000000,4780.20000000,4780.20000000,4780.20000000,0.21000000,1636482059999,1003.84200000,1,0.00000000,0.00000000,0
2021-11-09 18:21:00,2021-11-09 18:21:00,4780.20000000,1636482060000,4780.20000000,4780.20000000,4780.20000000,4780.20000000,0.48115000,1636482119999,2299.99323000,1,0.48115000,2299.99323000,0
2021-11-09 18:22:00,2021-11-09 18:22:00,4781.85000000,1636482120000,4781.85000000,4781.85000000,4781.85000000,4781.85000000,0.37410000,1636482179999,1788.89008500,1,0.37410000,1788.89008500,0
2021-11-09 18:23:00,2021-11-09 18:23:00,4778.77000000,1636482180000,4778.78000000,4778.78000000,4778.77000000,4778.77000000,1.14175000,1636482239999,5456.17164660,2,0.04184000,199.94373680,0
2021-11-09 18:24:00,2021-11-09 18:24:00,4774.57000000,1636482240000,4774.58000000,4774.58000000,4774.57000000,4774.57000000,0.11603000,1636482299999,553.99349610,2,0.10213000,487.62683410,0
2021-11-09 18:25:00,2021-11-09 18:25:00,4775.84000000,1636482300000,4777.15000000,4777.15000000,4775.84000000,4775.84000000,1.25939000,1636482359999,6015.19460400,6,0.00000000,0.00000000,0
2021-11-09 18:26:00,2021-11-09 18:26:00,4772.15000000,1636482360000,4773.98000000,4773.98000000,4772.15000000,4772.15000000,1.84110000,1636482419999,8789.31956780,4,0.00000000,0.00000000,0
2021-11-09 18:27:00,2021-11-09 18:27:00,4774.92000000,1636482420000,4772.14000000,4775.21000000,4771.23000000,4774.92000000,7.97185000,1636482479999,38055.38270490,21,6.96711000,33261.53620890,0
2021-11-09 18:28:00,2021-11-09 18:28:00,4763.80000000,1636482480000,4764.77000000,4764.77000000,4762.82000000,4763.80000000,0.18994000,1636482539999,904.85357670,4,0.15503000,738.53191400,0
2021-11-09 18:29:00,2021-11-09 18:29:00,4761.83000000,1636482540000,4763.56000000,4763.56000000,4761.83000000,4761.83000000,0.31296000,1636482599999,1490.36032690,6,0.05626000,267.99788560,0
2021-11-09 18:30:00,2021-11-09 18:30:00,4764.77000000,1636482600000,4764.30000000,4764.77000000,4762.69000000,4764.77000000,0.08575000,1636482659999,408.46680260,4,0.02647000,126.12346190,0
2021-11-09 18:31:00,2021-11-09 18:31:00,4766.22000000,1636482660000,4766.23000000,4766.23000000,4766.22000000,4766.22000000,1.66226000,1636482719999,7922.70979620,2,0.00000000,0.00000000,0
2021-11-09 18:32:00,2021-11-09 18:32:00,4765.26000000,1636482720000,4765.25000000,4765.26000000,4765.25000000,4765.26000000,0.43348000,1636482779999,2065.64060150,3,0.00315000,15.01056900,0
2021-11-09 18:33:00,2021-11-09 18:33:00,4765.26000000,1636482780000,4765.26000000,4765.26000000,4765.26000000,4765.26000000,0.00000000,1636482839999,0.00000000,0,0.00000000,0.00000000,0
2021-11-09 18:34:00,2021-11-09 18:34:00,4769.40000000,1636482840000,4769.40000000,4769.40000000,4769.40000000,4769.40000000,0.14467000,1636482899999,689.98909800,1,0.14467000,689.98909800,0
2021-11-09 18:35:00,2021-11-09 18:35:00,4769.40000000,1636482900000,4769.40000000,4769.40000000,4769.40000000,4769.40000000,0.00000000,1636482959999,0.00000000,0,0.00000000,0.00000000,0
2021-11-09 18:36:00,2021-11-09 18:36:00,4769.10000000,1636482960000,4769.32000000,4769.32000000,4769.10000000,4769.10000000,1.30248000,1636483019999,6211.88715520,3,0.00000000,0.00000000,0
2021-11-09 18:37:00,2021-11-09 18:37:00,4770.84000000,1636483020000,4770.84000000,4770.84000000,4770.84000000,4770.84000000,0.03090000,1636483079999,147.41895600,1,0.03090000,147.41895600,0
2021-11-09 18:38:00,2021-11-09 18:38:00,4766.79000000,1636483080000,4766.79000000,4766.79000000,4766.79000000,4766.79000000,0.08909000,1636483139999,424.67332110,1,0.08909000,424.67332110,0
2021-11-09 18:39:00,2021-11-09 18:39:00,4766.96000000,1636483140000,4766.24000000,4766.96000000,4766.24000000,4766.96000000,0.44253000,1636483199999,2109.50695440,2,0.44253000,2109.50695440,0
2021-11-09 18:40:00,2021-11-09 18:40:00,4766.96000000,1636483200000,4766.96000000,4766.96000000,4766.96000000,4766.96000000,0.00000000,1636483259999,0.00000000,0,0.00000000,0.00000000,0
2021-11-09 18:41:00,2021-11-09 18:41:00,4764.06000000,1636483260000,4768.97000000,4768.97000000,4764.06000000,4764.06000000,0.40305000,1636483319999,1920.40175390,6,0.39206000,1868.01286350,0
2021-11-09 18:42:00,2021-11-09 18:42:00,4761.37000000,1636483320000,4761.37000000,4761.37000000,4761.37000000,4761.37000000,0.00460000,1636483379999,21.90230200,1,0.00000000,0.00000000,0
2021-11-09 18:43:00,2021-11-09 18:43:00,4762.00000000,1636483380000,4761.37000000,4762.00000000,4761.37000000,4762.00000000,0.57298000,1636483439999,2728.51422250,4,0.02623000,124.89073510,0
2021-11-09 18:44:00,2021-11-09 18:44:00,4762.00000000,1636483440000,4762.00000000,4762.00000000,4762.00000000,4762.00000000,0.00000000,1636483499999,0.00000000,0,0.00000000,0.00000000,0
2021-11-09 18:45:00,2021-11-09 18:45:00,4761.77000000,1636483500000,4760.24000000,4761.77000000,4760.08000000,4761.77000000,1.21231000,1636483559999,5770.89526560,4,0.00632000,30.09438640,0
2021-11-09 18:46:00,2021-11-09 18:46:00,4761.77000000,1636483560000,4761.77000000,4761.77000000,4761.77000000,4761.77000000,0.00000000,1636483619999,0.00000000,0,0.00000000,0.00000000,0
2021-11-09 18:47:00,2021-11-09 18:47:00,4758.65000000,1636483620000,4761.00000000,4761.01000000,4758.65000000,4758.65000000,0.23206000,1636483679999,1104.78811740,3,0.21066000,1002.95300740,0
2021-11-09 18:48:00,2021-11-09 18:48:00,4758.15000000,1636483680000,4759.74000000,4759.74000000,4757.34000000,4758.15000000,0.08093000,1636483739999,385.06859090,6,0.06301000,299.81605590,0
2021-11-09 18:49:00,2021-11-09 18:49:00,4756.76000000,1636483740000,4757.34000000,4757.34000000,4756.76000000,4756.76000000,0.34181000,1636483799999,1625.99014240,4,0.00000000,0.00000000,0
2021-11-09 18:50:00,2021-11-09 18:50:00,4754.00000000,1636483800000,4756.52000000,4756.52000000,4753.99000000,4754.00000000,2.06187000,1636483859999,9802.31889700,6,1.97832000,9405.06413240,0
2021-11-09 18:51:00,2021-11-09 18:51:00,4752.36000000,1636483860000,4753.90000000,4753.90000000,4752.36000000,4752.36000000,0.63533000,1636483919999,3019.53317170,11,0.01161000,55.19185020,0
2021-11-09 18:52:00,2021-11-09 18:52:00,4752.37000000,1636483920000,4750.70000000,4752.86000000,4750.70000000,4752.37000000,1.15548000,1636483979999,5491.16764860,3,1.09351000,5196.76676960,0
2021-11-09 18:53:00,2021-11-09 18:53:00,4751.44000000,1636483980000,4751.84000000,4751.84000000,4751.14000000,4751.44000000,1.01320000,1636484039999,4814.10479370,6,0.00000000,0.00000000,0
2021-11-09 18:54:00,2021-11-09 18:54:00,4752.44000000,1636484040000,4751.20000000,4752.44000000,4751.14000000,4752.44000000,0.67375000,1636484099999,3201.10938060,4,0.25049000,1190.11305860,0
2021-11-09 18:55:00,2021-11-09 18:55:00,4752.44000000,1636484100000,4752.44000000,4752.44000000,4752.44000000,4752.44000000,0.00000000,1636484159999,0.00000000,0,0.00000000,0.00000000,0
2021-11-09 18:56:00,2021-11-09 18:56:00,4745.97000000,1636484160000,4748.93000000,4748.93000000,4745.97000000,4745.97000000,2.88001000,1636484219999,13674.60613070,16,1.49971000,7121.02042070,0
2021-11-09 18:57:00,2021-11-09 18:57:00,4745.60000000,1636484220000,4746.68000000,4746.68000000,4745.60000000,4745.60000000,0.50034000,1636484279999,2374.60337880,4,0.17581000,834.51381080,0
2021-11-09 18:58:00,2021-11-09 18:58:00,4745.69000000,1636484280000,4745.60000000,4745.78000000,4745.60000000,4745.69000000,2.88720000,1636484339999,13701.58133940,12,1.99437000,9464.48227200,0
2021-11-09 18:59:00,2021-11-09 18:59:00,4744.00000000,1636484340000,4745.78000000,4745.84000000,4744.00000000,4744.00000000,2.35186000,1636484399999,11158.70405840,14,1.12786000,5351.21016720,0
2021-11-09 19:00:00,2021-11-09 19:00:00,4743.80000000,1636484400000,4743.80000000,4743.80000000,4743.80000000,4743.80000000,0.00684000,1636484459999,32.44759200,1,0.00000000,0.00000000,0
2021-11-09 19:01:00,2021-11-09 19:01:00,4743.80000000,1636484460000,4743.80000000,4743.80000000,4743.80000000,4743.80000000,0.00000000,1636484519999,0.00000000,0,0.00000000,0.00000000,0
2021-11-09 19:02:00,2021-11-09 19:02:00,4745.80000000,1636484520000,4745.81000000,4745.81000000,4745.80000000,4745.80000000,0.19005000,1636484579999,901.93988230,2,0.00000000,0.00000000,0
2021-11-09 19:03:00,2021-11-09 19:03:00,4745.80000000,1636484580000,4745.80000000,4745.80000000,4745.80000000,4745.80000000,0.00000000,1636484639999,0.00000000,0,0.00000000,0.00000000,0
2021-11-09 19:04:00,2021-11-09 19:04:00,4741.23000000,1636484640000,4742.22000000,4742.22000000,4740.30000000,4741.23000000,3.28085000,1636484699999,15554.83856040,13,0.00558000,26.45606340,0
2021-11-09 19:05:00,2021-11-09 19:05:00,4740.18000000,1636484700000,4741.04000000,4741.44000000,4740.18000000,4740.18000000,2.94570000,1636484759999,13965.35996160,6,2.21702000,10511.28559920,0
2021-11-09 19:06:00,2021-11-09 19:06:00,4739.92000000,1636484760000,4740.67000000,4740.67000000,4739.92000000,4739.92000000,0.24561000,1636484819999,1164.27466840,5,0.00000000,0.00000000,0
2021-11-09 19:07:00,2021-11-09 19:07:00,4731.36000000,1636484820000,4738.57000000,4738.57000000,4731.12000000,4731.36000000,7.60513000,1636484879999,36013.00952790,91,1.46839000,6955.16177880,0
2021-11-09 19:08:00,2021-11-09 19:08:00,4729.68000000,1636484880000,4731.12000000,4731.12000000,4724.68000000,4729.68000000,5.23271000,1636484939999,24741.47085840,98,2.69519000,12741.97249510,0
2021-11-09 19:09:00,2021-11-09 19:09:00,4720.00000000,1636484940000,4724.59000000,4724.59000000,4717.48000000,4720.00000000,9.93591000,1636484999999,46892.23091700,167,1.90682000,9000.19985980,0
2021-11-09 19:10:00,2021-11-09 19:10:00,4716.79000000,1636485000000,4717.44000000,4718.04000000,4715.71000000,4716.79000000,2.83502000,1636485059999,13369.92367040,40,2.45048000,11556.12032710,0
2021-11-09 19:11:00,2021-11-09 19:11:00,4714.69000000,1636485060000,4716.79000000,4716.79000000,4714.69000000,4714.69000000,1.90972000,1636485119999,9006.89122050,34,1.58586000,7479.78741100,0
2021-11-09 19:12:00,2021-11-09 19:12:00,4719.41000000,1636485120000,4715.55000000,4719.41000000,4714.69000000,4719.41000000,4.40905000,1636485179999,20795.28633930,20,2.61909000,12353.95880530,0
2021-11-09 19:13:00,2021-11-09 19:13:00,4714.71000000,1636485180000,4720.92000000,4721.57000000,4714.71000000,4714.71000000,4.01586000,1636485239999,18945.90426910,11,0.41500000,1959.45155000,0
2021-11-09 19:14:00,2021-11-09 19:14:00,4719.31000000,1636485240000,4716.29000000,4719.31000000,4716.29000000,4719.31000000,1.84192000,1636485299999,8690.52134600,5,1.84192000,8690.52134600,0
2021-11-09 19:15:00,2021-11-09 19:15:00,4732.58000000,1636485300000,4721.72000000,4732.58000000,4721.72000000,4732.58000000,0.31811000,1636485359999,1502.79392140,6,0.31811000,1502.79392140,0
2021-11-09 19:16:00,2021-11-09 19:16:00,4730.46000000,1636485360000,4728.57000000,4730.94000000,4728.57000000,4730.46000000,4.43218000,1636485419999,20961.15241000,11,1.59799000,7559.24045700,0
2021-11-09 19:17:00,2021-11-09 19:17:00,4725.69000000,1636485420000,4727.62000000,4728.83000000,4725.69000000,4725.69000000,4.87567000,1636485479999,23051.76504440,8,0.15970000,754.69269300,0
2021-11-09 19:18:00,2021-11-09 19:18:00,4733.57000000,1636485480000,4727.90000000,4733.57000000,4727.90000000,4733.57000000,1.05701000,1636485539999,4998.64296300,5,0.03169000,149.92190210,0
2021-11-09 19:19:00,2021-11-09 19:19:00,4730.44000000,1636485540000,4730.70000000,4730.70000000,4730.44000000,4730.44000000,2.68321000,1636485599999,12693.36146060,4,0.00000000,0.00000000,0
2021-11-09 19:20:00,2021-11-09 19:20:00,4729.49000000,1636485600000,4734.29000000,4734.29000000,4729.31000000,4729.49000000,2.19890000,1636485659999,10399.78883640,6,1.81438000,8580.89864300,0
2021-11-09 19:21:00,2021-11-09 19:21:00,4730.07000000,1636485660000,4728.81000000,4730.08000000,4728.81000000,4730.07000000,0.97722000,1636485719999,4621.81595270,5,0.37200000,1759.58604000,0
2021-11-09 19:22:00,2021-11-09 19:22:00,4731.35000000,1636485720000,4732.08000000,4732.08000000,4731.35000000,4731.35000000,0.52872000,1636485779999,2501.70741050,3,0.00000000,0.00000000,0
2021-11-09 19:23:00,2021-11-09 19:23:00,4731.35000000,1636485780000,4731.35000000,4731.35000000,4731.35000000,4731.35000000,0.00000000,1636485839999,0.00000000,0,0.00000000,0.00000000,0
2021-11-09 19:24:00,2021-11-09 19:24:00,4731.35000000,1636485840000,4731.35000000,4731.35000000,4731.35000000,4731.35000000,0.00000000,1636485899999,0.00000000,0,0.00000000,0.00000000,0
2021-11-09 19:25:00,2021-11-09 19:25:00,4735.73000000,1636485900000,4735.73000000,4735.73000000,4735.73000000,4735.73000000,0.06600000,1636485959999,312.55818000,1,0.06600000,312.55818000,0
2021-11-09 19:26:00,2021-11-09 19:26:00,4742.26000000,1636485960000,4739.60000000,4742.26000000,4739.60000000,4742.26000000,0.56483000,1636486019999,2677.14238660,5,0.03645000,172.83253860,0
2021-11-09 19:27:00,2021-11-09 19:27:00,4740.00000000,1636486020000,4740.21000000,4740.21000000,4740.00000000,4740.00000000,0.23017000,1636486079999,1091.05236330,3,0.00000000,0.00000000,0
2021-11-09 19:28:00,2021-11-09 19:28:00,4740.00000000,1636486080000,4740.00000000,4740.00000000,4740.00000000,4740.00000000,0.00000000,1636486139999,0.00000000,0,0.00000000,0.00000000,0
2021-11-09 19:29:00,2021-11-09 19:29:00,4733.58000000,1636486140000,4736.95000000,4736.95000000,4733.58000000,4733.58000000,1.14527000,1636486199999,5424.59716660,7,0.00000000,0.00000000,0
2021-11-09 19:30:00,2021-11-09 19:30:00,4730.57000000,1636486200000,4730.57000000,4730.57000000,4730.57000000,4730.57000000,0.01000000,1636486259999,47.30570000,1,0.01000000,47.30570000,0
2021-11-09 19:31:00,2021-11-09 19:31:00,4728.17000000,1636486260000,4728.17000000,4728.17000000,4728.17000000,4728.17000000,0.20904000,1636486319999,988.37665680,1,0.20904000,988.37665680,0
2021-11-09 19:32:00,2021-11-09 19:32:00,4729.47000000,1636486320000,4729.46000000,4729.70000000,4729.46000000,4729.47000000,0.80383000,1636486379999,3801.68847870,3,0.42158000,1993.84574680,0
2021-11-09 19:33:00,2021-11-09 19:33:00,4725.29000000,1636486380000,4726.98000000,4726.98000000,4725.29000000,4725.29000000,0.46590000,1636486439999,2201.94705930,2,0.00000000,0.00000000,0
2021-11-09 19:34:00,2021-11-09 19:34:00,4730.20000000,1636486440000,4729.97000000,4730.20000000,4729.97000000,4730.20000000,0.92992000,1636486499999,4398.68872400,3,0.92992000,4398.68872400,0
2021-11-09 19:35:00,2021-11-09 19:35:00,4730.20000000,1636486500000,4730.20000000,4730.20000000,4730.20000000,4730.20000000,0.00000000,1636486559999,0.00000000,0,0.00000000,0.00000000,0
2021-11-09 19:36:00,2021-11-09 19:36:00,4727.88000000,1636486560000,4727.88000000,4727.88000000,4727.88000000,4727.88000000,0.45696000,1636486619999,2160.45204480,2,0.42495000,2009.11260600,0
2021-11-09 19:37:00,2021-11-09 19:37:00,4730.14000000,1636486620000,4730.20000000,4731.95000000,4730.14000000,4730.14000000,0.69648000,1636486679999,3294.80752470,5,0.23330000,1103.55566000,0
2021-11-09 19:38:00,2021-11-09 19:38:00,4726.93000000,1636486680000,4731.94000000,4731.94000000,4726.93000000,4726.93000000,1.68375000,1636486739999,7961.83850250,8,0.37230000,1759.91049900,0
2021-11-09 19:39:00,2021-11-09 19:39:00,4725.37000000,1636486740000,4725.37000000,4725.37000000,4725.37000000,4725.37000000,0.04633000,1636486799999,218.92639210,1,0.00000000,0.00000000,0
2021-11-09 19:40:00,2021-11-09 19:40:00,4725.37000000,1636486800000,4725.37000000,4725.37000000,4725.37000000,4725.37000000,0.00000000,1636486859999,0.00000000,0,0.00000000,0.00000000,0
2021-11-09 19:41:00,2021-11-09 19:41:00,4725.37000000,1636486860000,4725.37000000,4725.37000000,4725.37000000,4725.37000000,0.00000000,1636486919999,0.00000000,0,0.00000000,0.00000000,0
2021-11-09 19:42:00,2021-11-09 19:42:00,4730.74000000,1636486920000,4730.75000000,4730.75000000,4730.74000000,4730.74000000,0.94309000,1636486979999,4461.51754660,2,0.00000000,0.00000000,0
2021-11-09 19:43:00,2021-11-09 19:43:00,4738.41000000,1636486980000,4734.99000000,4738.41000000,4734.99000000,4738.41000000,0.56015000,1636487039999,2652.59553850,4,0.06750000,319.80991500,0
2021-11-09 19:44:00,2021-11-09 19:44:00,4737.50000000,1636487040000,4736.14000000,4737.50000000,4734.99000000,4737.50000000,0.26802000,1636487099999,1269.59159860,4,0.25302000,1198.54949860,0
2021-11-09 19:45:00,2021-11-09 19:45:00,4742.62000000,1636487100000,4738.40000000,4742.62000000,4738.40000000,4742.62000000,0.22773000,1636487159999,1079.16207120,5,0.17485000,828.57538480,0
2021-11-09 19:46:00,2021-11-09 19:46:00,4742.62000000,1636487160000,4742.62000000,4742.62000000,4742.62000000,4742.62000000,0.00000000,1636487219999,0.00000000,0,0.00000000,0.00000000,0
2021-11-09 19:47:00,2021-11-09 19:47:00,4741.92000000,1636487220000,4741.92000000,4741.92000000,4741.92000000,4741.92000000,0.01805000,1636487279999,85.59165600,1,0.01805000,85.59165600,0
2021-11-09 19:48:00,2021-11-09 19:48:00,4742.90000000,1636487280000,4743.14000000,4743.86000000,4742.90000000,4742.90000000,3.82183000,1636487339999,18127.87056680,8,3.70507000,17574.06306530,0
